瑞,2,0,0,28,0,4,0,2,0,0,2,30,0,0
猛,0,0,0,4,0,30,0,0,0,0,29,5,0,0
輪,0,0,32,0,0,1,0,32,0,0,0,1,0,0
窪,22,0,11,0,0,0,1,32,0,0,0,0,0,0
湯,32,0,1,0,0,0,0,32,1,0,0,0,0,0
郷,6,1,17,5,0,4,1,21,2,0,0,8,1,0
均,0,0,0,3,0,30,0,0,0,0,30,3,0,0
端,1,0,29,1,0,1,0,30,0,0,1,1,0,0
峯,19,0,12,0,0,1,4,27,0,0,0,1,0,0
建,3,0,0,18,0,11,0,3,0,0,11,15,3,0
船,28,0,3,0,0,0,0,30,1,0,0,0,0,0
渉,0,0,0,5,0,26,0,0,0,0,26,4,1,0
榎,31,0,0,0,0,0,2,29,0,0,0,0,0,0
甲,25,0,3,0,0,3,0,27,1,0,2,1,0,0
桜,24,0,0,3,2,2,0,24,0,0,1,4,2,0
臣,0,0,0,1,0,30,0,0,0,0,0,31,0,0
澄,1,0,5,13,0,12,0,6,0,0,3,22,0,0
肇,0,0,0,0,0,31,0,0,0,0,31,0,0,0
未,0,0,0,17,2,12,0,0,0,0,0,26,5,0
足,25,0,5,0,0,0,0,29,1,0,0,0,0,0
牛,29,0,0,0,0,1,0,28,1,0,0,1,0,0
忍,2,0,0,1,0,26,0,2,0,0,26,1,0,0
礼,0,0,0,24,0,5,0,0,0,0,3,24,2,0
展,0,0,0,14,0,15,0,0,0,0,1,28,0,0
亘,1,0,0,1,0,27,1,0,0,0,23,5,0,0
益,15,0,0,13,0,1,0,15,0,0,1,13,0,0
猪,29,0,0,0,0,0,0,28,1,0,0,0,0,0
畠,19,0,10,0,0,0,1,28,0,0,0,0,0,0
年,0,0,2,9,1,17,0,2,0,0,0,24,3,0
歩,0,0,1,4,0,24,0,0,1,0,17,11,0,0
巻,3,0,24,1,0,0,1,26,0,0,0,1,0,0
貫,5,0,21,2,0,0,0,25,1,0,0,2,0,0
倫,0,0,0,16,0,12,0,0,0,0,3,23,2,0
路,0,0,18,2,0,8,0,15,2,1,0,10,0,0
暢,0,0,0,17,0,11,0,0,0,0,5,23,0,0
頭,0,0,28,0,0,0,0,25,1,2,0,0,0,0
惠,0,0,0,19,1,8,0,0,0,0,3,18,7,0
定,6,0,3,14,0,5,0,9,0,0,2,16,1,0
教,0,0,0,12,0,15,0,0,0,0,0,27,0,0
季,0,0,0,9,4,14,0,0,0,0,0,22,5,0
常,8,0,0,17,0,2,0,8,0,0,0,19,0,0
貝,8,0,19,0,0,0,0,26,1,0,0,0,0,0
俣,1,0,26,0,0,0,0,27,0,0,0,0,0,0
透,0,0,0,1,0,26,0,0,0,0,24,3,0,0
景,2,0,1,19,0,5,0,3,0,0,1,22,1,0
鉄,3,0,0,23,0,1,0,2,1,0,1,23,0,0
砂,16,0,3,1,4,3,0,19,0,0,0,4,4,0
興,2,0,0,14,0,11,0,2,0,0,1,20,4,0
並,18,0,8,1,0,0,0,26,0,0,0,1,0,0
依,16,0,0,1,2,8,0,16,0,0,0,9,2,0
目,11,0,16,0,0,0,0,25,2,0,0,0,0,0
睦,0,0,0,20,0,6,0,0,0,0,5,21,0,0
宜,0,0,0,16,0,10,0,0,0,0,0,26,0,0
時,7,0,3,11,0,5,0,10,0,0,0,15,1,0
留,0,8,11,3,2,2,0,10,9,0,0,3,4,0
鍋,8,0,18,0,0,0,0,26,0,0,0,0,0,0
勲,0,0,0,0,0,26,0,0,0,0,24,2,0,0
七,7,0,0,14,1,3,0,7,0,0,1,16,1,0
隼,0,0,0,20,0,5,0,0,0,0,4,21,0,0
毛,15,1,9,0,0,0,1,22,2,0,0,0,0,0
狩,20,0,5,0,0,0,0,25,0,0,0,0,0,0
伯,1,0,23,1,0,0,0,24,0,0,0,1,0,0
形,1,0,24,0,0,0,0,25,0,0,0,0,0,0
落,23,0,2,0,0,0,0,25,0,0,0,0,0,0
要,0,0,0,10,0,15,0,0,0,0,15,8,2,0
紗,0,0,0,13,3,9,0,0,0,0,0,12,13,0
庸,0,0,0,22,0,3,0,0,0,0,2,23,0,0
緒,11,0,0,0,6,7,0,11,0,0,0,7,6,0
尋,0,0,1,4,0,19,0,1,0,0,1,22,0,0
来,2,0,9,0,1,12,0,11,0,0,1,11,1,0
納,6,0,17,0,0,1,1,22,0,0,0,1,0,0
庭,1,0,23,0,0,0,0,24,0,0,0,0,0,0
沖,21,0,3,0,0,0,3,21,0,0,0,0,0,0
諸,23,0,1,0,0,0,0,22,2,0,0,0,0,0
老,3,17,3,0,0,0,0,5,18,0,0,0,0,0
華,1,1,1,9,0,11,1,1,1,0,1,16,3,0
我,4,4,13,0,0,2,0,17,3,1,0,2,0,0
尻,0,0,23,0,0,0,0,23,0,0,0,0,0,0
精,0,0,0,23,0,0,0,0,0,0,0,21,2,0
ノ,1,22,0,0,0,0,0,0,21,2,0,0,0,0
莉,0,0,0,14,6,3,0,0,0,0,0,15,8,0
努,0,0,0,0,0,23,0,0,0,0,23,0,0,0
法,5,0,2,8,0,8,0,5,2,0,0,16,0,0
珠,1,0,1,20,0,0,0,2,0,0,0,17,3,0
航,0,0,0,14,0,8,0,0,0,0,8,13,1,0
威,0,0,0,10,0,12,0,0,0,0,5,14,3,0
節,1,0,1,18,0,2,0,2,0,0,2,18,0,0
添,5,0,17,0,0,0,0,22,0,0,0,0,0,0
玄,2,0,0,9,0,11,1,1,0,0,9,7,4,0
迫,7,0,15,0,0,0,2,20,0,0,0,0,0,0
斐,0,1,21,0,0,0,0,21,1,0,0,0,0,0
楠,18,0,1,2,0,1,1,18,0,0,1,2,0,0
堤,21,0,0,0,0,1,21,0,0,0,1,0,0,0
持,12,0,9,0,0,1,0,21,0,0,0,1,0,0
那,12,3,0,1,0,6,0,12,3,0,0,6,1,0
堂,8,1,12,0,0,1,1,14,6,0,0,1,0,0
幡,2,0,19,0,0,0,0,21,0,0,0,0,0,0
駒,15,0,6,0,0,0,0,21,0,0,0,0,0,0
外,17,0,0,0,0,4,0,15,2,0,0,4,0,0
所,5,0,16,0,0,0,4,17,0,0,0,0,0,0
咲,0,0,1,11,0,9,0,1,0,0,1,17,2,0
匠,0,2,3,4,0,11,0,3,2,0,11,4,0,0
妻,1,0,19,0,0,0,0,20,0,0,0,0,0,0
資,0,0,0,5,1,14,0,0,0,0,1,18,1,0
諭,0,0,0,7,0,13,0,0,0,0,13,7,0,0
譲,0,0,0,11,0,9,0,0,0,0,9,11,0,0
源,5,0,0,12,0,3,3,2,0,0,1,9,5,0
欣,0,0,0,17,0,3,0,0,0,0,0,19,1,0
染,19,0,0,0,0,0,0,19,0,0,0,0,0,0
芹,15,0,3,1,0,0,0,18,0,0,0,1,0,0
皆,19,0,0,0,0,0,0,19,0,0,0,0,0,0
唐,18,0,1,0,0,0,0,19,0,0,0,0,0,0
渋,19,0,0,0,0,0,0,19,0,0,0,0,0,0
臼,19,0,0,0,0,0,0,19,0,0,0,0,0,0
貢,0,0,0,8,0,11,0,0,0,0,10,8,1,0
堅,3,0,1,13,0,2,0,3,1,0,1,10,4,0
積,2,0,14,0,0,3,0,16,0,0,0,3,0,0
衛,2,0,0,0,2,15,0,2,0,0,8,6,1,2
飛,13,0,1,3,1,1,0,13,1,0,0,3,2,0
品,12,0,7,0,0,0,0,18,1,0,0,0,0,0
又,1,0,16,2,0,0,0,17,0,0,0,2,0,0
樫,11,0,8,0,0,0,0,19,0,0,0,0,0,0
張,15,0,3,0,0,1,8,8,2,0,0,1,0,0
柿,18,0,1,0,0,0,0,19,0,0,0,0,0,0
風,13,2,1,2,0,1,0,13,3,0,0,3,0,0
六,4,0,0,7,0,7,0,4,0,0,0,11,3,0
鵜,18,0,0,0,0,0,0,18,0,0,0,0,0,0
壽,0,0,2,13,0,3,0,1,1,0,0,16,0,0
築,9,0,8,0,0,1,0,16,1,0,1,0,0,0
兵,11,0,1,2,1,3,0,12,0,0,0,4,2,0
吹,4,1,13,0,0,0,0,17,1,0,0,0,0,0
逸,2,0,0,15,1,0,0,2,0,0,0,15,1,0
初,9,0,0,7,0,2,0,9,0,0,2,7,0,0
静,2,0,0,14,0,2,1,1,0,0,2,14,0,0
秦,18,0,0,0,0,0,17,1,0,0,0,0,0,0
苗,3,0,1,0,0,14,0,4,0,0,0,14,0,0
斗,0,1,0,2,3,12,0,0,1,0,0,12,5,0
芦,16,0,2,0,0,0,0,18,0,0,0,0,0,0
呂,1,4,8,0,2,2,1,8,4,0,0,0,4,0
素,1,0,0,16,0,0,0,1,0,0,0,16,0,0
桃,5,2,0,9,0,1,0,5,2,0,1,9,0,0
鬼,13,0,3,0,0,1,0,16,0,0,0,1,0,0
布,10,1,2,1,3,0,0,11,2,0,0,0,4,0
起,1,0,0,2,6,8,0,1,0,0,0,9,7,0
訓,0,0,0,11,0,6,0,0,0,0,1,16,0,0
喬,0,0,0,9,0,8,0,0,0,0,8,9,0,0
与,5,1,1,7,2,1,0,4,3,0,0,2,8,0
折,16,0,1,0,0,0,0,17,0,0,0,0,0,0
右,2,1,0,4,1,9,0,2,1,0,0,12,1,1
全,3,0,1,6,0,6,3,1,0,0,3,9,0,0
音,4,0,0,1,2,9,0,4,0,0,0,8,4,0
舘,6,0,10,0,0,0,3,13,0,0,0,0,0,0
準,0,0,0,11,0,5,0,0,0,0,5,9,2,0
種,9,0,5,1,0,1,0,13,1,0,0,2,0,0
頼,5,0,0,9,0,2,0,5,0,0,0,11,0,0
巌,1,0,0,0,0,15,0,1,0,0,15,0,0,0
勢,2,3,10,1,0,0,0,11,4,0,0,1,0,0
万,1,0,0,13,0,2,0,1,0,0,0,9,6,0
味,2,0,12,0,0,2,0,14,0,0,0,2,0,0
王,10,1,1,2,0,2,6,4,2,0,0,4,0,0
省,0,0,0,15,0,1,0,0,0,0,0,16,0,0
覚,0,0,1,2,0,13,0,1,0,0,13,2,0,0
嵜,0,0,16,0,0,0,0,16,0,0,0,0,0,0
橘,16,0,0,0,0,0,10,6,0,0,0,0,0,0
御,16,0,0,0,0,0,0,8,8,0,0,0,0,0
芝,11,0,5,0,0,0,3,13,0,0,0,0,0,0
粟,15,0,0,0,0,0,0,14,1,0,0,0,0,0
及,15,0,0,0,0,0,0,15,0,0,0,0,0,0
筒,15,0,0,0,0,0,0,15,0,0,0,0,0,0
帆,2,0,0,0,1,12,0,2,0,0,0,12,1,0
榊,15,0,0,0,0,0,2,13,0,0,0,0,0,0
涼,0,0,0,11,0,4,0,0,0,0,4,11,0,0
鷲,13,0,2,0,0,0,0,13,2,0,0,0,0,0
掛,6,0,9,0,0,0,0,14,1,0,0,0,0,0
房,2,0,5,5,0,3,1,6,0,0,0,8,0,0
伏,6,0,9,0,0,0,0,15,0,0,0,0,0,0
舞,3,0,0,8,0,4,0,3,0,0,4,6,2,0
映,0,0,0,11,2,2,0,0,0,0,2,11,2,0
怜,0,0,0,9,0,6,0,0,0,0,5,10,0,0
置,3,0,12,0,0,0,0,15,0,0,0,0,0,0
享,0,0,0,8,0,7,0,0,0,0,6,9,0,0
創,0,0,0,4,0,11,0,0,0,0,11,4,0,0
穣,0,0,0,1,0,14,0,0,0,0,14,1,0,0
半,15,0,0,0,0,0,0,15,0,0,0,0,0,0
舟,11,0,1,1,0,1,0,12,0,0,0,2,0,0
格,0,0,0,2,0,12,0,0,0,0,9,5,0,0
椎,14,0,0,0,0,0,0,14,0,0,0,0,0,0
円,4,1,0,6,0,3,0,2,3,0,3,5,1,0
淵,2,0,12,0,0,0,0,14,0,0,0,0,0,0
遼,0,0,0,6,0,8,0,0,0,0,8,5,1,0
糸,13,0,1,0,0,0,0,14,0,0,0,0,0,0
総,0,0,0,13,0,1,0,0,0,0,0,6,8,0
槻,2,0,12,0,0,0,0,14,0,0,0,0,0,0
藍,4,0,0,3,0,7,0,4,0,0,7,3,0,0
棚,13,1,0,0,0,0,0,13,1,0,0,0,0,0
容,0,0,0,9,0,5,0,0,0,0,2,12,0,0
主,1,0,5,8,0,0,0,6,0,0,0,8,0,0
雪,2,0,0,5,0,6,0,2,0,0,1,10,0,0
訪,0,3,10,0,0,0,0,10,3,0,0,0,0,0
諏,13,0,0,0,0,0,0,10,3,0,0,0,0,0
唯,0,0,0,7,1,5,0,0,0,0,3,9,1,0
茜,0,0,0,0,0,13,0,0,0,0,13,0,0,0
切,1,0,12,0,0,0,0,8,5,0,0,0,0,0
綱,5,0,2,2,0,4,1,6,0,0,0,6,0,0
伴,8,0,1,3,0,1,7,2,0,0,0,4,0,0
寧,0,0,0,4,0,9,0,0,0,0,8,5,0,0
淑,0,0,0,9,0,4,0,0,0,0,1,12,0,0
君,6,0,1,5,0,1,1,5,1,0,0,6,0,0
雨,12,0,0,1,0,0,0,12,0,0,0,1,0,0
爾,0,0,0,1,1,11,0,0,0,0,0,12,1,0
ヶ,0,13,0,0,0,0,0,0,13,0,0,0,0,0
殿,8,0,4,0,0,0,0,12,0,0,0,0,0,0
夢,0,0,0,4,1,7,0,0,0,0,0,10,2,0
箕,12,0,0,0,0,0,0,12,0,0,0,0,0,0
結,5,0,0,6,0,1,0,5,0,0,1,6,0,0
蒲,12,0,0,0,0,0,1,11,0,0,0,0,0,0
允,0,0,0,4,0,8,0,0,0,0,2,10,0,0
難,12,0,0,0,0,0,0,12,0,0,0,0,0,0
取,1,0,11,0,0,0,0,12,0,0,0,0,0,0
姫,8,0,0,0,1,3,0,8,0,0,0,3,1,0
岐,1,0,6,0,0,5,0,7,0,0,0,5,0,0
温,3,0,0,3,1,5,0,2,1,0,5,3,1,0
魚,12,0,0,0,0,0,0,12,0,0,0,0,0,0
荘,1,0,1,8,0,2,0,2,0,0,2,5,3,0
將,0,0,0,7,0,5,0,0,0,0,3,8,1,0
諒,0,0,0,3,0,9,0,0,0,0,9,3,0,0
愼,0,0,0,11,0,1,0,0,0,0,1,8,3,0
飼,1,0,11,0,0,0,0,12,0,0,0,0,0,0
仙,10,0,1,1,0,0,0,10,1,0,0,1,0,0
親,1,0,0,3,0,8,0,1,0,0,0,11,0,0
浪,6,0,6,0,0,0,0,12,0,0,0,0,0,0
可,4,0,0,5,2,1,0,4,0,0,0,3,5,0
聰,0,0,0,3,0,9,0,0,0,0,7,5,0,0
遥,0,0,0,6,0,6,0,0,0,0,4,8,0,0
廉,0,0,0,7,0,5,0,0,0,0,5,4,3,0
左,1,1,0,3,7,0,0,1,1,0,0,2,7,1
李,11,0,0,1,0,0,11,0,0,0,0,1,0,0
肥,7,0,5,0,0,0,0,11,1,0,0,0,0,0
彬,0,0,0,2,0,10,0,0,0,0,2,10,0,0
押,11,0,1,0,0,0,1,10,1,0,0,0,0,0
是,5,0,0,3,1,2,0,5,0,0,1,4,1,0
乾,7,0,0,3,0,1,7,0,0,0,1,2,1,0
郡,9,0,2,0,0,0,2,9,0,0,0,0,0,0
猿,11,0,0,0,0,0,0,11,0,0,0,0,0,0
犬,9,1,0,1,0,0,0,9,1,0,0,1,0,0
馨,0,0,0,2,0,9,0,0,0,0,7,2,2,0
彌,1,0,0,1,0,9,0,1,0,0,1,9,0,0
巧,0,0,0,0,0,11,0,0,0,0,10,1,0,0
釜,8,0,3,0,0,0,0,10,1,0,0,0,0,0
護,1,0,0,0,0,10,1,0,0,0,10,0,0,0
琴,0,0,0,8,0,3,0,0,0,0,0,11,0,0
紺,11,0,0,0,0,0,0,11,0,0,0,0,0,0
葛,11,0,0,0,0,0,0,11,0,0,0,0,0,0
瑠,0,0,0,8,0,3,0,0,0,0,0,11,0,0
爪,0,0,11,0,0,0,0,11,0,0,0,0,0,0
侑,0,0,0,11,0,0,0,0,0,0,0,11,0,0
計,1,0,1,2,0,6,0,2,0,0,2,6,0,0
孫,2,4,0,4,0,0,1,1,4,0,0,4,0,0
槙,4,0,0,5,0,1,0,4,0,0,1,4,1,0
ツ,0,8,0,0,2,0,0,0,8,0,0,0,2,0
朱,2,0,0,6,0,2,1,0,1,0,2,6,0,0
串,2,0,8,0,0,0,0,10,0,0,0,0,0,0
綿,5,0,5,0,0,0,0,10,0,0,0,0,0,0
科,0,0,9,0,1,0,0,9,0,0,0,0,1,0
才,5,0,1,3,1,0,0,6,0,0,0,3,1,0
薗,4,1,5,0,0,0,0,8,2,0,0,0,0,0
分,2,0,8,0,0,0,0,10,0,0,0,0,0,0
湖,1,0,4,2,0,3,0,5,0,0,1,2,2,0
鷹,6,0,2,2,0,0,0,8,0,0,0,2,0,0
強,1,0,0,5,0,4,0,1,0,0,4,5,0,0
虎,0,0,0,8,0,2,0,0,0,0,1,8,1,0
榮,4,0,0,4,0,2,2,2,0,0,0,6,0,0
乙,4,2,0,4,0,0,0,4,2,0,0,3,1,0
萬,4,0,1,4,0,1,1,4,0,0,1,3,1,0
統,0,0,0,2,0,8,0,0,0,0,4,6,0,0
淺,10,0,0,0,0,0,0,10,0,0,0,0,0,0
堺,10,0,0,0,0,0,6,4,0,0,0,0,0,0
礒,10,0,0,0,0,0,0,10,0,0,0,0,0,0
瑛,0,0,0,9,0,1,0,0,0,0,1,8,1,0
萌,0,0,0,6,0,4,0,0,0,0,4,5,1,0
潮,5,0,0,2,0,3,3,2,0,0,3,2,0,0
引,4,0,6,0,0,0,0,10,0,0,0,0,0,0
嶺,1,0,5,4,0,0,0,5,1,0,0,3,1,0
律,0,0,0,8,0,2,0,0,0,0,2,8,0,0
刀,2,3,4,0,0,1,0,6,3,0,0,0,1,0
尊,0,0,0,8,0,2,0,0,0,0,1,9,0,0
施,2,0,6,0,0,2,2,5,1,0,0,2,0,0
紳,0,0,0,7,0,3,0,0,0,0,3,4,3,0
